"Country","Region","Indicator","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Convicted for Intentional Homicide",,,394,372,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male Convicted for Intentional Homicide",,,370,358,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female Convicted for Intentional Homicide",,,24,14,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Rate: Convicted",,,0.7,0.7,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Rate: Male Convicted",,,1.4,1.3,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Rate: Female Convicted",,,0.1,0.1,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact",,,,,,,,,,,90,80,67,81,
"United Kingdom (Scotland)","Europe","Male Brought into Formal Contact",,,,,,,,,,,76,73,58,68,
"United Kingdom (Scotland)","Europe","Female Brought into Formal Contact",,,,,,,,,,,14,7,9,13,
"United Kingdom (Scotland)","Europe","Rate: Persons Brought into Formal Contact",,,,,,,,,,,1.7,1.5,1.2,1.5,
"United Kingdom (Scotland)","Europe","Rate: Male Brought into Formal Contact",,,,,,,,,,,2.9,2.8,2.2,2.6,
"United Kingdom (Scotland)","Europe","Rate: Female Brought into Formal Contact",,,,,,,,,,,2.8,2.7,2.1,2.4,
"United Kingdom (Scotland)","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,,4,1,4,5,
"United Kingdom (Scotland)","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,,16,17,15,14,
"United Kingdom (Scotland)","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,,19,12,13,13,
"United Kingdom (Scotland)","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,,23,30,21,21,
"United Kingdom (Scotland)","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,,12,11,4,13,
"United Kingdom (Scotland)","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,,2,2,1,2,
"United Kingdom (Scotland)","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"United Kingdom (Scotland)","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,,3,0,0,5,
"United Kingdom (Scotland)","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,,3,2,4,1,
"United Kingdom (Scotland)","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,,7,4,4,5,
"United Kingdom (Scotland)","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,1,1,1,1,
"United Kingdom (Scotland)","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,0,0,0,1,
"United Kingdom (Scotland)","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"United Kingdom (Scotland)","Europe","Persons Convicted for Intentional Homicide",,,,,,,,,,,47,31,,23,
"United Kingdom (Scotland)","Europe","Male Convicted for Intentional Homicide",,,,,,,,,,,43,30,,,
"United Kingdom (Scotland)","Europe","Female Convicted for Intentional Homicide",,,,,,,,,,,4,1,,,
"United Kingdom (Scotland)","Europe","Rate: Convicted",,,,,,,,,,,0.9,0.6,,0.4,
"United Kingdom (Scotland)","Europe","Rate: Male Convicted",,,,,,,,,,,1.7,1.2,,,
"United Kingdom (Scotland)","Europe","Rate: Female Convicted",,,,,,,,,,,0.1,0,,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact",,,,,,,,2438,2407,2534,2075,2566,2362,,
"United Republic of Tanzania","Africa","Male Brought into Formal Contact",,,,,,,,2293,2196,2353,1911,2272,2133,,
"United Republic of Tanzania","Africa","Female Brought into Formal Contact",,,,,,,,145,211,181,164,294,229,,
"United Republic of Tanzania","Africa","Rate: Persons Brought into Formal Contact",,,,,,,,5.3,5.1,5.2,4.1,4.9,4.4,,
"United Republic of Tanzania","Africa","Rate: Male Brought into Formal Contact",,,,,,,,10.1,9.4,9.7,7.6,8.8,8,,
"United Republic of Tanzania","Africa","Rate: Female Brought into Formal Contact",,,,,,,,9.8,9.1,9.5,7.5,8.6,7.8,,
"United Republic of Tanzania","Africa","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Male 18-24 Brought into Formal Contact",,,,,,,,,,,318,379,355,,
"United Republic of Tanzania","Africa","Male 25-29 Brought into Formal Contact",,,,,,,,,,,789,938,881,,
"United Republic of Tanzania","Africa","Male 30-44 Brought into Formal Contact",,,,,,,,,,,755,897,842,,
"United Republic of Tanzania","Africa","Male 45-59 Brought into Formal Contact",,,,,,,,,,,49,58,55,,
"United Republic of Tanzania","Africa","Male over 60 Brought into Formal Contact",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Female 0-17 Brought into Formal Contact",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Female 18-24 Brought into Formal Contact",,,,,,,,,,,30,54,42,,
"United Republic of Tanzania","Africa","Female 25-29 Brought into Formal Contact",,,,,,,,,,,64,114,89,,
"United Republic of Tanzania","Africa","Female 30-44 Brought into Formal Contact",,,,,,,,,,,70,126,98,,
"United Republic of Tanzania","Africa","Female 45-59 Brought into Formal Contact",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Female over 60 Brought into Formal Contact",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Citizens Brought into Formal Contact",,,,,,,,,,,2075,2566,2362,,
"United Republic of Tanzania","Africa","Foreigners Brought into Formal Contact",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,264,410,399,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,0,0,0,,
"United Republic of Tanzania","Africa","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,1811,2156,1963,,
"United Republic of Tanzania","Africa","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Rate: Convicted",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Rate: Male Convicted",,,,,,,,,,,,,,,
"United Republic of Tanzania","Africa","Rate: Female Convicted",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact",13190,13467,14062,13435,13480,12955,12418,11201,10832,11075,10231,10571,11092,11788,
"United States of America","Americas","Male Brought into Formal Contact",,,,11960,12091,11570,11109,9975,9556,9820,9030,9356,9813,10376,
"United States of America","Americas","Female Brought into Formal Contact",,,,1475,1389,1385,1309,1226,1276,1255,1201,1215,1279,1412,
"United States of America","Americas","Rate: Persons Brought into Formal Contact",4.5,4.6,4.8,4.5,4.5,4.3,4.1,3.6,3.5,3.5,3.2,3.3,3.5,3.7,
"United States of America","Americas","Rate: Male Brought into Formal Contact",,,,8.1,8.1,7.7,7.3,6.5,6.2,6.3,5.8,6,6.2,6.5,
"United States of America","Americas","Rate: Female Brought into Formal Contact",,,,7.9,7.9,7.5,7.2,6.4,6.1,6.2,5.7,5.8,6.1,6.4,
"United States of America","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,69,61,65,,
"United States of America","Americas","Male 0-17 Brought into Formal Contact",,,,,,1172,1084,909,766,658,704,779,797,,
"United States of America","Americas","Male 18-24 Brought into Formal Contact",,,,,,4712,4462,3920,3753,3921,3290,3223,3288,,
"United States of America","Americas","Male 25-29 Brought into Formal Contact",,,,,,1991,1879,1645,1598,1675,1462,1577,1740,,
"United States of America","Americas","Male 30-44 Brought into Formal Contact",,,,,,2510,2372,2302,2235,2361,2194,2344,2513,,
"United States of America","Americas","Male 45-59 Brought into Formal Contact",,,,,,977,1025,982,1000,964,1016,1087,1107,,
"United States of America","Americas","Male over 60 Brought into Formal Contact",,,,,,207,286,216,205,241,364,346,368,,
"United States of America","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,24,6,9,,
"United States of America","Americas","Female 0-17 Brought into Formal Contact",,,,,,83,86,103,74,66,95,63,56,,
"United States of America","Americas","Female 18-24 Brought into Formal Contact",,,,,,457,393,368,369,385,360,352,389,,
"United States of America","Americas","Female 25-29 Brought into Formal Contact",,,,,,216,224,203,234,221,180,220,225,,
"United States of America","Americas","Female 30-44 Brought into Formal Contact",,,,,,426,409,357,400,373,359,367,397,,
"United States of America","Americas","Female 45-59 Brought into Formal Contact",,,,,,178,173,166,169,190,177,166,168,,
"United States of America","Americas","Female over 60 Brought into Formal Contact",,,,,,25,25,29,29,20,30,48,44,,
"United States of America","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United States of America","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United States of America","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United States of America","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United States of America","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United States of America","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"United States of America","Americas","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United States of America","Americas","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United States of America","Americas","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United States of America","Americas","Rate: Convicted",,,,,,,,,,,,,,,
"United States of America","Americas","Rate: Male Convicted",,,,,,,,,,,,,,,
"United States of America","Americas","Rate: Female Convicted",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact",,,,,,,,,,137,,,,223,
"Uruguay","Americas","Male Brought into Formal Contact",,,,,,,,,,133,,,,205,
"Uruguay","Americas","Female Brought into Formal Contact",,,,,,,,,,4,,,,18,
"Uruguay","Americas","Rate: Persons Brought into Formal Contact",,,,,,,,,,4,,,,6.5,
"Uruguay","Americas","Rate: Male Brought into Formal Contact",,,,,,,,,,8.1,,,,12.3,
"Uruguay","Americas","Rate: Female Brought into Formal Contact",,,,,,,,,,7.6,,,,11.5,
"Uruguay","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,2,
"Uruguay","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,45,
"Uruguay","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,68,
"Uruguay","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,31,
"Uruguay","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,36,
"Uruguay","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,11,
"Uruguay","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,14,
"Uruguay","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,2,
"Uruguay","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,6,
"Uruguay","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,0,
"Uruguay","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,0,
"Uruguay","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Uruguay","Americas","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Uruguay","Americas","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Uruguay","Americas","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Uruguay","Americas","Rate: Convicted",,,,,,,,,,,,,,,
"Uruguay","Americas","Rate: Male Convicted",,,,,,,,,,,,,,,
"Uruguay","Americas","Rate: Female Convicted",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Persons Brought into Formal Contact",,1412,,,,,,,,,,,,,
"Zimbabwe","Africa","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Rate: Persons Brought into Formal Contact",,11.1,,,,,,,,,,,,,
"Zimbabwe","Africa","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Zimbabwe","Africa","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
